student_number,student_id,rdm_condition,condition_assignment,FH2T,DragonBox,Instant,Delay,initial_school_id,virtual,initial_teacher_id,initial_teacher_class,initial_section_number,final_school_id,final_teacher_id,final_teacher_class,final_section_number,courseName,movement,stay_INPERSON,stay_VIRTUAL,INP_VIR,VIR_INP,KEEP,student_raceEthnicityFed,student_hispanicEthnicity,FEMALE,MALE,ScaleScore_5th grade,PerformanceLevel_5th grade,Scale.Score_7th.grade,Performance.Level_7th.grade,math_score_7th.grade,EIP,EL_PARENT_DENIED,ESOL_C,ESOL_FORMER,ESOL,GIFTED,IEP,IST,LEPM1,LEPM2,LEPM3,LEPM4,SECTION504,SST,IN5,AbsentDays5,PresentDays5,UnexcusedDays5,MOBILE5,G5SCHOOL,G5SCHOOL2,G5SCHOOL3,MEMBERSHIPDAYS5,ADM5,ADA5,Absencesavg.Daily5,PercentInAttendance5,IN6,AbsentDays6,PresentDays6,UnexcusedDays6,MOBILE6,G6SCHOOL,G6SCHOOL2,G6SCHOOL3,MEMBERSHIPDAYS6,ADM6,ADA6,Absencesavg.Daily6,PercentInAttendance6,fidelity_started_sum,fidelity_complete_sum,fidelity_complete_percent,pre.total_math_score,pre.percentage_math_score,pre.sub_P_score,pre.sub_C_score,pre.sub_F_score,pre.math_completed_num,pre.math_completed_percent,pre.total_time_on_tasks,pre.avg_time_on_tasks,pre_MA_total_score,pre_MA_avg_score,pre_negative_reaction_score,pre_numerical_confindence_score,pre_worry_score,pre_MSE_total_score,pre_MSE_avg_score,pre_PS_tasks_total_score,pre_PS_completed_num,pre_PS_completed_percent,pre_PS_total_RT_sec,pre_PS_total_RT_min,pre_PS_avg_RT_sec,mid.total_math_score,mid.percentage_math_score,mid.sub_P_score,mid.sub_C_score,mid.sub_F_score,mid.math_completed_num,mid.math_completed_percent,mid.total_time_on_tasks,mid.avg_time_on_tasks,mid_MA_total_score,mid_MA_avg_score,mid_negative_reaction_score,mid_numerical_confindence_score,mid_worry_score,mid_PS_tasks_total_score,mid_PS_completed_num,mid_PS_completed_percent,mid_PS_total_RT_sec,mid_PS_total_RT_min,mid_PS_avg_RT_sec,post.total_math_score,post.percentage_math_score,post.sub_P_score,post.sub_C_score,post.sub_F_score,post.math_completed_num,post.math_completed_percent,post.total_time_on_tasks,post.avg_time_on_tasks,post_MA_total_score,post_MA_avg_score,post_negative_reaction_score,post_numerical_confindence_score,post_worry_score,post_MSE_total_score,post_MSE_avg_score,post_PS_tasks_total_score,post_PS_completed_num,post_PS_completed_percent,post_PS_total_RT_sec,post_PS_total_RT_min,post_PS_avg_RT_sec,delayed.total_math_score,delayed.percentage_math_score,delayed.sub_P_score,delayed.sub_C_score,delayed.sub_F_score,delayed.math_completed_num,delayed.math_completed_percent,delayed.total_time_on_tasks,delayed.avg_time_on_tasks,delayed_PS_tasks_total_score,delayed_PS_completed_num,delayed_PS_completed_percent,delayed_PS_total_RT_sec,delayed_PS_total_RT_min,delayed_PS_avg_RT_sec,started_intro_survey,complete_intro_survey,started_assignment_2,complete_assignment_2,started_assignment_3,complete_assignment_3,started_assignment_4,complete_assignment_4,started_assignment_5,complete_assignment_5,started_common_mid,complete_common_mid,started_assignment_7,complete_assignment_7,started_assignment_8,complete_assignment_8,started_assignment_9,complete_assignment_9,started_assignment_10,complete_assignment_10,started_assignment_11,complete_assignment_11,started_closing_survey,complete_closing_survey,started_delayed_posttest,complete_delayed_posttest
118223,F7S0104-201,Dragon,DragonBox,0,1,0,0,S01,0,F7T0104,F7T0104-4,27,S01,F7T0104,F7T0104-4,27,Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,501,Developing Learner,514,Developing Learner,73,0,0,0,0,0,0,0,1,0,0,,,0,0,1,7.36,171.64,0.92,1,BRANDYWYNE,,,179,1,0.96,0.01,95.89,1,1.12,176.88,0.34,1,DMS,,,178,1,0.99,0,99.37,12,10,0.7692307692,3,30,1,1,1,10,100,666.975,66.6975,20,2.222222222,3,9,8,11,2.2,5,16,100,325.836684,5.4306114,20.36479275,5,50,2,1,2,10,100,609.912,60.9912,20,2.222222222,3,9,8,5,16,100,257.272989,4.28788315,16.07956181,2,20,1,1,0,10,100,430.108,43.0108,21,2.333333333,5,9,7,13,2.6,7,16,100,44.330848,0.7388474667,2.770678,1,10,0,1,0,10,100,143.941,14.3941,7,16,100,447.593727,7.45989545,27.97460794,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
118385,F7S0104-202,Dragon,DragonBox,0,1,0,0,S01,0,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,479,Developing Learner,492,Developing Learner,78,1,0,0,0,1,0,0,1,0,0,,,0,0,1,0.92,178.08,0.92,1,BRANDYWYNE,,,179,1,0.99,0.01,99.49,1,3.57,174.43,3.57,1,DMS,,,178,1,0.98,0.02,97.99,12,10,0.7692307692,4,40,0,3,1,10,100,696.332,69.6332,19,2.111111111,4,7,8,12,2.4,3,16,100,262.45897,4.374316167,16.40368563,4,40,1,2,1,10,100,728.022,72.8022,16,1.777777778,6,7,3,6,16,100,145.147172,2.419119533,9.07169825,4,40,1,1,2,10,100,650.104,65.0104,12,1.333333333,2,4,6,20,4,5,16,100,289.860165,4.83100275,18.11626031,3,30,1,0,2,10,100,414.389,41.4389,6,16,100,153.333006,2.5555501,9.583312875,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
118401,F7S0104-203,Dragon,DragonBox,0,1,0,0,S01,0,F7T0104,F7T0104-4,27,S01,F7T0104,F7T0104-4,27,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,,,480,Developing Learner,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,30,0,1,DMS,,,30,0.17,0.17,0,100,12,9,0.6923076923,3,30,0,1,2,10,100,775.42,77.542,12,1.333333333,4,7,1,13,2.6,5,16,100,825.329248,13.75548747,51.583078,5,50,2,1,2,10,100,2567.494,256.7494,12,1.333333333,2,7,3,6,16,100,1163.755443,19.39592405,72.73471519,1,10,0,1,0,10,100,821.441,82.1441,8,0.8888888889,0,6,2,9,1.8,5,16,100,352.236049,5.870600817,22.01475306,2,20,1,0,1,10,100,1401.408,140.1408,4,16,100,172.432088,2.873868133,10.7770055,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1
118785,F7S0104-204,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-4,27,S01,F7T0104,F7T0104-4,27,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,512,Developing Learner,506,Developing Learner,75,0,0,0,0,0,0,0,0,0,0,,,1,0,1,5.52,173.48,2.76,1,BRANDYWYNE,,,179,1,0.97,0.02,96.92,1,11.08,166.92,5.91,1,DMS,,,178,1,0.94,0.03,93.78,10,10,0.7692307692,1,10,0,1,0,10,100,454.312,45.4312,7,0.7777777778,1,2,4,17,3.4,5,16,100,402.557235,6.70928725,25.15982719,,,,,,,,,,,,,,,,,,,,,1,10,0,0,1,10,100,205.62,20.562,13,1.444444444,3,7,3,20,4,6,16,100,180.722499,3.01204165,11.29515619,4,40,1,1,2,10,100,764.692,76.4692,6,16,100,68.094061,1.134901017,4.255878813,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
118807,F7S0104-205,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,547,Proficient Learner,508,Developing Learner,78,0,0,0,0,1,0,0,1,0,0,,,0,0,1,0.92,178.08,0,1,BRANDYWYNE,,,179,1,0.99,0,99.49,1,0.78,177.22,0.78,1,DMS,,,178,1,1,0,99.56,12,9,0.6923076923,3,30,2,0,1,10,100,469.418,46.9418,14,1.555555556,2,8,4,19,3.8,7,16,100,373.942494,6.2323749,23.37140588,4,40,2,0,2,10,100,290.517,29.0517,9,1,0,3,6,7,16,100,326.902413,5.44837355,20.43140081,2,20,1,0,1,10,100,272.829,27.2829,8,0.8888888889,2,3,3,15,3,5,16,100,166.735389,2.77892315,10.42096181,3,30,2,0,1,10,100,259.483,25.9483,9,16,100,300.330889,5.005514817,18.77068056,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
118811,F7S0104-206,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,519,Developing Learner,514,Developing Learner,70,0,0,0,0,1,0,0,0,0,0,,,0,0,1,7.36,171.64,2.76,1,BRANDYWYNE,,,179,1,0.96,0.02,95.89,1,11.84,166.16,8.03,1,DMS,,,178,1,0.93,0.05,93.35,9,5,0.3846153846,2,20,1,0,1,10,100,623.372,62.3372,19,2.111111111,4,8,7,17,3.4,3,16,100,355.849386,5.9308231,22.24058663,1,10,0,0,1,4,40,1732.177,433.04425,,,,,,5,8,50,121.742175,2.02903625,15.21777188,2,20,2,0,0,10,100,739.463,73.9463,23,2.555555556,6,8,9,12,2.4,7,16,100,104.286519,1.73810865,6.517907438,2,20,0,1,1,10,100,1353.481,135.3481,6,16,100,137.508884,2.291814733,8.59430525,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
118816,F7S0104-207,ASSISTments,Instant,0,0,1,0,S01,0,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,0,0,0,1,7,N,1,0,591,Distinguished Learner,586,Distinguished Learner,94,0,0,0,0,0,0,0,0,0,0,,,0,0,1,7.36,171.64,0.92,1,BRANDYWYNE,,,179,1,0.96,0.01,95.89,1,1.14,174.86,0,1,DMS,,,176,0.99,0.98,0,99.35,12,12,0.9230769231,3,30,1,0,2,10,100,581.66,58.166,16,1.777777778,4,5,7,18,3.6,7,16,100,509.449353,8.49082255,31.84058456,6,60,2,2,2,10,100,889.058,88.9058,16,1.777777778,4,7,5,10,16,100,337.411365,5.62352275,21.08821031,3,30,2,0,1,10,100,36.409,3.6409,25,2.777777778,9,9,7,16,3.2,4,16,100,35.087398,0.5847899667,2.192962375,1,10,1,0,0,10,100,148.523,14.8523,7,16,100,314.400508,5.240008467,19.65003175,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
119625,F7S0104-208,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-3,26,S01,F7T0104,F7T0104-3,26,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,534,Proficient Learner,,,90,0,0,0,0,0,0,0,0,0,0,,,0,0,1,5,174,2,1,BIG CREEK,,,179,1,0.97,0.01,97.21,1,6.1,171.9,1.44,1,DMS,,,178,1,0.97,0.01,96.57,11,7,0.5384615385,5,50,2,2,1,10,100,1275.769,127.5769,5,0.5555555556,0,1,4,22,4.4,6,16,100,637.670598,10.6278433,39.85441238,7,70,3,2,2,10,100,1307.182,130.7182,4,0.4444444444,0,2,2,9,16,100,507.748658,8.462477633,31.73429113,5,50,2,2,1,10,100,709.271,70.9271,7,0.7777777778,0,5,2,25,5,9,16,100,557.179377,9.28632295,34.82371106,5,50,2,3,0,10,100,719.378,71.9378,8,16,100,352.969334,5.882822233,22.06058338,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0
120319,F7S0104-209,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,551,Proficient Learner,484,Developing Learner,81,1,0,0,0,0,0,0,1,0,0,,,0,0,1,1,178,0,1,SHILOH POINT,,,179,1,0.99,0,99.44,1,3.92,174.08,1.94,1,DMS,,,178,1,0.98,0.01,97.8,12,9,0.6923076923,4,40,1,1,2,10,100,861.401,86.1401,14,1.555555556,4,6,4,15,3,6,16,100,344.373848,5.739564133,21.5233655,3,30,2,0,1,10,100,923.002,92.3002,24,2.666666667,6,9,9,6,16,100,501.526604,8.358776733,31.34541275,3,30,2,0,1,10,100,354.665,35.4665,23,2.555555556,6,9,8,13,2.6,7,16,100,197.130744,3.2855124,12.3206715,2,20,1,0,1,10,100,303.95,30.395,4,16,100,462.165081,7.70275135,28.88531756,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1
120833,F7S0104-210,BAU,Delay,0,0,0,1,S01,0,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,494,Developing Learner,,,83,0,0,0,0,0,0,1,1,0,0,,,0,0,1,12,167,4,1,MIDWAY,,,179,1,0.93,0.02,93.3,1,3.13,174.87,1.56,1,DMS,,,178,1,0.98,0.01,98.24,12,10,0.7692307692,2,20,1,1,0,10,100,1007.845,100.7845,9,1,2,2,5,21,4.2,6,16,100,462.390931,7.706515517,28.89943319,5,50,2,0,3,10,100,900.598,90.0598,16,1.777777778,4,5,7,10,16,100,216.168057,3.60280095,13.51050356,3,30,0,2,1,10,100,346.45,34.645,10,1.111111111,3,3,4,15,3,8,16,100,250.433831,4.173897183,15.65211444,3,30,1,1,1,10,100,122.491,12.2491,6,16,100,253.157473,4.219291217,15.82234206,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
121551,F7S0104-212,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-3,26,S01,F7T0104,F7T0104-3,26,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,527,Proficient Learner,,,86,0,0,0,0,0,0,0,0,0,0,,,0,0,1,11.96,167.04,3.68,1,BRANDYWYNE,,,179,1,0.93,0.02,93.32,1,8.76,169.24,2.01,1,DMS,,,178,1,0.95,0.01,95.08,11,11,0.8461538462,2,20,2,0,0,10,100,770.561,77.0561,10,1.111111111,3,1,6,16,3.2,8,16,100,198.692578,3.311542967,12.41828613,5,50,3,1,1,10,100,474.531,47.4531,9,1,3,1,5,7,16,100,563.250595,9.387509917,35.20316219,4,40,1,2,1,10,100,500.676,50.0676,18,2,7,8,3,18,3.6,5,16,100,85.954027,1.432567117,5.372126688,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
121927,F7S0104-213,Dragon,DragonBox,0,1,0,0,S01,0,F7T0104,F7T0104-4,27,S01,F7T0104,F7T0104-4,27,Mathematics,INPERSON,1,0,0,0,1,2,N,1,0,542,Proficient Learner,,,88,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,2,1,MIDWAY,,,179,1,0.99,0.01,98.88,1,3.19,174.81,3.19,1,DMS,,,178,1,0.98,0.02,98.21,11,8,0.6153846154,3,30,2,1,0,10,100,677.442,67.7442,12,1.333333333,3,4,5,23,4.6,6,16,100,251.617682,4.193628033,15.72610513,2,20,1,1,0,10,100,916.988,91.6988,13,1.444444444,3,3,7,7,16,100,258.440709,4.30734515,16.15254431,4,40,2,2,0,10,100,237.632,23.7632,13,1.444444444,4,5,4,22,4.4,6,16,100,83.801406,1.3966901,5.237587875,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0
123976,F7S0104-214,BAU,Delay,0,0,0,1,S01,0,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,508,Developing Learner,,,72,0,0,0,0,0,0,0,0,0,0,,,0,0,1,6,173,6,1,MIDWAY,,,179,1,0.97,0.03,96.65,1,6.28,171.72,5.06,1,DMS,,,178,1,0.96,0.03,96.47,12,9,0.6923076923,4,40,1,1,2,10,100,883.941,88.3941,18,2,4,7,7,17,3.4,6,16,100,349.116733,5.818612217,21.81979581,6,60,2,3,1,10,100,1008.923,100.8923,17,1.888888889,3,7,7,6,16,100,308.232896,5.137214933,19.264556,3,30,0,1,2,10,100,720.314,72.0314,13,1.444444444,2,6,5,14,2.8,5,16,100,235.755299,3.929254983,14.73470619,5,50,2,1,2,10,100,304.564,30.4564,9,16,100,117.803901,1.96339835,7.362743813,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
132867,F7S0104-215,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,531,Proficient Learner,548,Proficient Learner,78,0,0,0,0,0,0,0,0,0,0,,,0,0,1,11.04,167.96,7.36,1,BRANDYWYNE,,,179,1,0.94,0.04,93.83,1,7.36,170.64,4.76,1,DMS,,,178,1,0.96,0.03,95.87,12,11,0.8461538462,2,20,1,0,1,10,100,865.133,86.5133,7,0.7777777778,1,3,3,22,4.4,8,16,100,903.187359,15.05312265,56.44920994,5,50,3,1,1,10,100,431.749,43.1749,5,0.5555555556,0,2,3,7,16,100,303.389812,5.056496867,18.96186325,2,20,1,1,0,10,100,297.098,29.7098,8,0.8888888889,0,5,3,17,3.4,5,16,100,387.559651,6.459327517,24.22247819,5,50,2,0,3,10,100,383.174,38.3174,11,16,100,215.958535,3.599308917,13.49740844,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
133634,F7S0104-216,Dragon,DragonBox,0,1,0,0,S01,0,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,550,Proficient Learner,514,Developing Learner,84,0,0,0,0,0,0,0,0,0,0,,,0,0,1,14.72,164.28,0.92,1,BRANDYWYNE,,,179,1,0.92,0.01,91.78,1,8.18,169.82,0.6,1,DMS,,,178,1,0.95,0,95.4,11,9,0.6923076923,2,20,0,1,1,10,100,347.552,34.7552,6,0.6666666667,1,1,4,23,4.6,5,16,100,338.359603,5.639326717,21.14747519,6,60,3,1,2,10,100,304.638,30.4638,14,1.555555556,5,3,6,10,16,100,434.103811,7.235063517,27.13148819,2,20,2,0,0,10,100,281.094,28.1094,17,1.888888889,3,9,5,24,4.8,7,16,100,282.398767,4.706646117,17.64992294,3,30,1,1,1,10,100,40.345,4.0345,6,16,100,29.590224,0.4931704,1.849389,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
133670,F7S0104-217,BAU,Delay,0,0,0,1,S01,0,F7T0104,F7T0104-4,27,S01,F7T0104,F7T0104-4,27,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,546,Proficient Learner,,,76,0,0,0,0,0,0,0,0,0,0,,,0,0,1,6.44,172.56,2.76,1,BRANDYWYNE,,,179,1,0.96,0.02,96.4,1,3.4,174.6,1.7,1,DMS,,,178,1,0.98,0.01,98.09,11,9,0.6923076923,2,20,1,1,0,10,100,622.796,62.2796,21,2.333333333,4,9,8,19,3.8,4,16,100,584.089181,9.734819683,36.50557381,4,40,1,1,2,10,100,1215.235,121.5235,16,1.777777778,4,8,4,7,16,100,941.458804,15.69098007,58.84117525,5,50,1,3,1,10,100,853.114,85.3114,23,2.555555556,6,9,8,14,2.8,6,16,100,502.185045,8.36975075,31.38656531,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0
137143,F7S0104-218,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-2,22,S01,F7T0107,F7T0107-1,47,Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,454,Beginning Learner,467,Beginning Learner,83,0,0,0,0,1,0,0,0,0,0,,,0,0,1,6.44,172.56,2.76,1,BRANDYWYNE,,,179,1,0.96,0.02,96.4,1,5.76,172.24,1.7,1,DMS,,,178,1,0.97,0.01,96.76,13,10,0.7692307692,2,20,1,0,1,10,100,913.039,91.3039,8,0.8888888889,1,6,1,11,2.2,4,16,100,326.412007,5.440200117,20.40075044,3,30,1,1,1,10,100,176.816,17.6816,16,1.777777778,8,1,7,5,16,100,92.36798,1.539466333,5.77299875,2,20,1,1,0,10,100,256.361,25.6361,12,1.333333333,3,5,4,9,1.8,7,16,100,14.638222,0.2439703667,0.914888875,4,40,2,2,0,10,100,35.873,3.5873,4,16,100,18.04161,0.3006935,1.127600625,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
137584,F7S0104-219,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,509,Developing Learner,498,Developing Learner,80,1,0,0,0,1,0,0,1,0,0,,,0,0,1,0,179,0,1,MIDWAY,,,179,1,1,0,100,1,0,178,0,1,DMS,,,178,1,1,0,100,13,11,0.8461538462,5,50,3,0,2,10,100,214.629,21.4629,9,1,0,5,4,21,4.2,6,15,93.75,137.421816,2.2903636,9.1614544,1,10,0,0,1,10,100,75.668,7.5668,15,1.666666667,5,6,4,7,16,100,64.848262,1.080804367,4.053016375,4,40,2,1,1,10,100,1088.678,108.8678,,,,,,,,2,12,75,20.189647,0.3364941167,1.682470583,2,20,1,1,0,10,100,164.77,16.477,5,16,100,46.724185,0.7787364167,2.920261563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
141908,F7S0104-220,FH2T,FH2T,1,0,0,0,S01,0,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,519,Developing Learner,516,Developing Learner,90,1,0,0,0,0,0,0,1,0,0,,,0,0,1,7.36,171.64,5.52,1,BRANDYWYNE,,,179,1,0.96,0.03,95.89,,,,,,,,,,,,,,12,10,0.7692307692,2,20,1,0,1,10,100,656.229,65.6229,7,0.7777777778,2,3,2,16,3.2,6,16,100,690.662138,11.51103563,43.16638363,2,20,1,1,0,10,100,648.701,64.8701,8,0.8888888889,2,1,5,7,16,100,824.804561,13.74674268,51.55028506,5,50,2,1,2,10,100,847.058,84.7058,9,1,3,1,5,17,3.4,5,16,100,587.126987,9.785449783,36.69543669,5,50,1,3,1,10,100,681.471,68.1471,5,16,100,263.609878,4.393497967,16.47561738,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
143597,F7S0104-301,BAU,Delay,0,0,0,1,S01,0,F7T0104,F7T0104-4,27,S01,F7T0104,F7T0104-4,27,Mathematics,INPERSON,1,0,0,0,1,2,N,1,0,519,Developing Learner,518,Developing Learner,71,0,0,0,0,0,0,0,1,0,1,,,0,0,1,11,168,5,1,MIDWAY,,,179,1,0.94,0.03,93.85,1,8.19,169.81,5.64,1,DMS,,,178,1,0.95,0.03,95.4,10,7,0.5384615385,3,30,0,2,1,10,100,694.598,69.4598,21,2.333333333,8,4,9,14,2.8,8,16,100,193.706809,3.228446817,12.10667556,5,50,1,2,2,10,100,1594.849,159.4849,14,1.555555556,5,2,7,8,16,100,134.56168,2.242694667,8.410105,3,30,0,2,1,10,100,732.878,73.2878,14,1.555555556,6,1,7,20,4,5,16,100,337.819713,5.63032855,21.11373206,3,30,0,2,1,10,100,864.515,86.4515,7,16,100,97.717137,1.62861895,6.107321063,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
144187,F7S0104-302,Dragon,DragonBox,0,1,0,0,S01,0,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,0,0,0,1,2,N,0,1,561,Proficient Learner,560,Proficient Learner,82,0,0,0,0,1,0,0,0,0,0,,,0,0,1,4.6,174.4,4.6,1,BRANDYWYNE,,,179,1,0.97,0.03,97.43,1,2.58,175.42,1.73,1,DMS,,,178,1,0.99,0.01,98.55,11,9,0.6923076923,3,30,2,0,1,10,100,1009.714,100.9714,11,1.222222222,1,3,7,19,3.8,4,16,100,337.594621,5.626577017,21.09966381,5,50,2,1,2,10,100,864.695,86.4695,16,1.777777778,3,5,8,2,16,100,524.851138,8.747518967,32.80319613,4,40,2,1,1,10,100,203.463,20.3463,18,2,4,7,7,17,3.4,8,16,100,115.13317,1.918886167,7.195823125,2,20,1,1,0,10,100,460.836,46.0836,6,16,100,297.311565,4.95519275,18.58197281,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1
144274,F7S0104-303,BAU,Delay,0,0,0,1,S01,0,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,484,Developing Learner,526,Proficient Learner,80,1,0,0,0,1,0,0,1,0,0,,,0,0,1,2,177,2,1,MIDWAY,,,179,1,0.99,0.01,98.88,1,3.33,174.67,0.85,1,DMS,,,178,1,0.98,0,98.13,12,9,0.6923076923,1,10,1,0,0,10,100,692.12,69.212,17,1.888888889,1,8,8,14,2.8,2,16,100,383.326946,6.388782433,23.95793413,1,10,0,1,0,10,100,841.621,84.1621,15,1.666666667,2,7,6,6,16,100,490.630257,8.17717095,30.66439106,3,30,2,0,1,10,100,813.744,81.3744,14,1.555555556,0,6,8,12,2.4,9,16,100,531.52429,8.858738167,33.22026813,2,20,1,1,0,10,100,383.485,38.3485,6,16,100,215.136038,3.585600633,13.44600238,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1
144630,F7S0104-304,Dragon,DragonBox,0,1,0,0,S01,0,F7T0104,F7T0104-2,22,S01,F7T0107,F7T0107-1,47,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,454,Beginning Learner,494,Developing Learner,77,0,0,0,0,1,0,0,0,0,0,,,0,0,1,12.88,166.12,5.52,1,BRANDYWYNE,,,179,1,0.93,0.03,92.8,1,6.98,171.02,4.14,1,DMS,,,178,1,0.96,0.02,96.08,12,9,0.6923076923,3,30,2,1,0,10,100,669.338,66.9338,15,1.666666667,4,6,5,15,3,7,16,100,223.188048,3.7198008,13.949253,2,20,1,0,1,10,100,691.614,69.1614,15,1.666666667,4,6,5,5,16,100,202.338791,3.372313183,12.64617444,3,30,1,1,1,10,100,2785.361,278.5361,8,0.8888888889,2,3,3,19,3.8,5,16,100,164.482459,2.741374317,10.28015369,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0
147200,F7S0104-305,ASSISTments,Instant,0,0,1,0,S01,0,F7T0104,F7T0104-4,27,S01,F7T0104,F7T0104-4,27,Mathematics,INPERSON,1,0,0,0,1,3,N,1,0,498,Developing Learner,506,Developing Learner,87,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,0,1,MIDWAY,,,179,1,0.99,0,98.88,1,0.54,177.46,0.31,1,DMS,,,178,1,1,0,99.7,12,12,0.9230769231,4,40,1,2,1,10,100,489.473,48.9473,7,0.7777777778,0,3,4,19,3.8,5,16,100,394.516831,6.575280517,24.65730194,6,60,1,3,2,10,100,631.592,63.1592,12,1.333333333,2,7,3,6,16,100,207.539578,3.458992967,12.97122363,3,30,1,1,1,10,100,53.919,5.3919,6,0.6666666667,0,4,2,17,3.4,5,16,100,25.03499,0.4172498333,1.564686875,3,30,1,1,1,10,100,315.001,31.5001,4,16,100,313.47356,5.224559333,19.5920975,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
